Campaign_ID,Channel,Product_Category,Region,Longitude,Latitude,Budget,Spend,Impressions,Clicks,CTR,Conversions,CR,Revenue,ROI,Duration,Start_Date,End_Date,Customer_Satisfaction,Campaign_Effectiveness,Market_Segment
CAM0168,Social Media,Health,Johor,103.662,1.492,406773,116369,947710,47495,0.8164,9361,0.6177,592728,3.6,278,16/3/2023,7/9/2023,1,4,Low
CAM0169,Radio,Groceries,Kuala Lumpur,101.6869,3.139,,14076,251480,,0.3554,6690.497349,0.11,143541,,138,29/7/2023,1/5/2023,2,9,Low
CAM0170,Radio,Automotive,Sarawak,110.3626,1.5532,459016,106318,277883,7568,,7294,0.8139,807205,,35,18/2/2023,9/11/2023,2,,High
CAM0171,Email,Automotive,Penang,100.3314,5.4141,,270728,,31730,0.2956,4601,0.2636,642286,,119,25/5/2023,26/2/2023,2,,High
CAM0172,Billboard,Automotive,Johor,103.662,1.492,85009,116426,733648,47870,0.5643,3045,0.3876,153312,0.85,107,2/10/2023,7/7/2023,,8,High
CAM0173,Email,Groceries,Kuala Lumpur,101.6869,3.139,299190,179342,788758,38218,0.8083,8041,0.6855,859115,0.55,261,24/8/2023,3/6/2023,3,,
CAM0174,TV,Fashion,Kuala Lumpur,101.6869,3.139,226526,250010,838462,33859,0.0705,,0.6715,,0.52,1854.05775,16/6/2023,22/6/2023,1,6,
CAM0175,Radio,Health,Johor,103.662,1.492,194069,73624,344001,32345,0.2002,3326,0.1858,404526,1.32,36,14/7/2023,28/12/2023,1,6,Low
CAM0176,Social Media,Electronics,Sarawak,110.3626,1.5532,494650,39480,207908,44529,,9852,,,3.28,1102.980531,30/6/2023,10/10/2023,3,2,Medium
CAM0177,Social Media,Health,Penang,100.3314,5.4141,403158,121014,839916,444,0.1912,,0.209,102387,4.73,357,30/3/2023,21/4/2023,4,9,Low
CAM0178,Social Media,Groceries,Kuala Lumpur,101.6869,3.139,458354,180921,814924,23285,0.0365,1407,0.6862,,1.71,149,23/7/2023,25/4/2023,4,7,Low
CAM0179,Billboard,Automotive,Johor,103.662,1.492,197622,33024,71736,37349,0.4431,4840,0.2044,479984,2.93,144,13/8/2023,4/1/2023,1,6,Low
CAM0180,Email,Groceries,Kuala Lumpur,101.6869,3.139,452595,188727,774290,19520,0.7978,1929,0.5295,367919,,231,19/11/2023,2/4/2023,9.211087736,6,Medium
CAM0181,Billboard,Health,Kuala Lumpur,101.6869,3.139,317828,326960,,27201,0.6983,400,0.438,,0.34,,18/2/2023,19/11/2023,3,9,High
CAM0182,Social Media,Groceries,Penang,100.3314,5.4141,35732,118660,693550,18996,,,0.934,666793,2.25,159,9/10/2023,15/6/2023,2,3,Low
CAM0183,Billboard,Electronics,Sabah,116.0735,5.9783,169057,382054,82139,,0.7605,7798,0.2745,755872,4.09,,3/9/2023,31/1/2023,4,9,Medium
CAM0184,Social Media,Electronics,Sarawak,110.3626,1.5532,297653,342858,,43644,0.5134,1847,0.7261,481519,1.28,5,24/5/2023,21/8/2023,3,5,Low
CAM0185,Social Media,Fashion,Sarawak,110.3626,1.5532,222351,285853,130946,11471,0.5292,3579,0.6073,592191,21.9217216,264,6/10/2023,17/4/2023,,1,Low
CAM0186,Billboard,Health,Penang,100.3314,5.4141,,403214,475577,11074,,4825,0.5543,4893201.271,2.03,121,16/8/2023,26/6/2023,,1,Low
CAM0187,TV,Electronics,Kuala Lumpur,101.6869,3.139,95603,443754,794478,48163,0.1373,,,,4.16,127,18/12/2023,5/11/2023,2,1,High
CAM0188,Billboard,Electronics,Johor,103.662,1.492,430556,121041,326679,42185,0.1357,5979,0.3446,979597,3.96,117,29/4/2023,19/7/2023,1,2,Medium
CAM0189,Billboard,Fashion,Sabah,116.0735,5.9783,,298730,602909,22028,0.4855,674,0.8507,447236,3.89,163,19/8/2023,9/4/2023,4,7,Medium
CAM0190,TV,Groceries,Kuala Lumpur,101.6869,3.139,386545,381990,837225,3847,0.0945,,0.184,716671,1.74,9,28/4/2023,29/11/2023,4,3,Low
CAM0191,Social Media,Health,Johor,103.662,1.492,197380,2744951.992,201529,13755,0.2392,8933,0.8411,202814,0.99,215,17/4/2023,12/9/2023,2,7,Medium
CAM0192,TV,Groceries,Johor,103.662,1.492,125898,,571568,9958,0.8173,8770,,958294,1.79,122,31/7/2023,19/8/2023,3,8,High
CAM0193,Social Media,Groceries,Johor,103.662,1.492,,374003,799176,47647,0.2019,6346,0.9315,507784,1.87,22,12/11/2023,6/1/2023,1,8,High
CAM0194,Social Media,Health,Johor,103.662,1.492,298972,331930,293604,1339,0.3549,815,0.6498,,4.32,51,18/12/2023,12/7/2023,4,1,Medium
CAM0195,Radio,Groceries,Sarawak,110.3626,1.5532,178523,70436,600838,1433,,6077,,90542,4.4,201,4/12/2023,4/5/2023,5,2,High
CAM0196,TV,Electronics,Penang,100.3314,5.4141,192566,174832,574950,48676,5.408498904,1850,0.3542,783747,14.91152337,127,17/9/2023,3/9/2023,4,9,High
CAM0197,Radio,Health,Sabah,116.0735,5.9783,324970,320584,19544,,0.2527,105,0.0693,703930,0.93,71,12/6/2023,1/6/2023,5,4,High
CAM0198,Social Media,Fashion,Sarawak,110.3626,1.5532,,91855,64819,22881,0.1358,7065,0.5151,544493,2.79,230,24/3/2023,9/5/2023,3,6,High
CAM0199,Email,Groceries,Kuala Lumpur,101.6869,3.139,370998,230745,437576,39695,,3815,0.3305,779981,4.83,239,10/12/2023,,3,5,Low
CAM0200,Radio,Groceries,Sabah,116.0735,5.9783,362600,288789,,4286,0.0015,,0.3041,538392,4.37,285,5/5/2023,9/5/2023,,6,High
CAM0201,Social Media,Fashion,Penang,100.3314,5.4141,99692,10615,612472,33091,0.2585,964,0.7114,901043,4.29,39,5/1/2023,8/7/2023,1,4,High
CAM0202,Social Media,Automotive,Penang,100.3314,5.4141,130884,72270,350883,36503,0.9346,,0.9657,,1.97,355,15/4/2023,5/3/2023,1,8,High
CAM0203,Email,Health,Sarawak,110.3626,1.5532,339042,16868,,46526,,6036,0.2978,927332,4.04,30,2/12/2023,11/12/2023,4,5,Medium
CAM0204,TV,Health,Sarawak,110.3626,1.5532,335005,10274,437426,3624,0.8236,184,0.0708,,0.68,184,17/11/2023,15/12/2023,1,9,Medium
CAM0205,Radio,Electronics,Johor,103.662,1.492,220529,277798,355837,36379,0.0118,8163,,382787,3.03,320,21/2/2023,21/7/2023,2,10,High
CAM0206,TV,Groceries,Penang,100.3314,5.4141,,441645,838288,48969,0.2498,2493,0.9975,,4.66,351,5/7/2023,,3,6,High
CAM0207,Radio,Electronics,Penang,100.3314,5.4141,491977,89878,142922,1681,0.6662,3644,0.5785,482802,2.96,,24/1/2023,4/8/2023,3,7,High
CAM0208,Radio,Health,Johor,103.662,1.492,382212,195712,579424,8405,0.865,6774,0.0838,538360,4.32,95,2/2/2023,4/12/2023,3,9,High
CAM0209,Social Media,Automotive,Sarawak,110.3626,1.5532,59183,181711,995895,31630,0.4994,2369,,432611,3.37,359,8/4/2023,25/10/2023,5,1,Low
CAM0210,Billboard,Health,Penang,100.3314,5.4141,47607,212084,327587,13185,0.928,9464,0.0648,77545,4.52,186,5/2/2023,4/9/2023,4,2,
CAM0211,TV,Groceries,Kuala Lumpur,101.6869,3.139,386799,144962,331393,3872,0.0732,2542,0.8722,423822,0.13,207,10/4/2023,18/6/2023,,3,Low
CAM0212,Billboard,Electronics,Penang,100.3314,5.4141,102599,,327336,16809,0.0557,8036,0.3922,673700,0.5,,20/2/2023,2/4/2023,5,10,
CAM0213,Radio,Fashion,Johor,103.662,1.492,218123,60708,989746,34124,,6881,0.5347,268726,21.68408776,89,16/11/2023,,18.42217547,7,High
CAM0214,Email,Groceries,Johor,103.662,1.492,26564,315950,269508,38522,0.4482,1484,0.8006,841402,0.88,139,25/12/2023,13/1/2023,,8,Low
CAM0215,TV,Groceries,Johor,103.662,1.492,155085,339336,,27181,0.2068,,0.925,286316,0.53,238,24/11/2023,8/7/2023,3,3,High
CAM0216,Email,Groceries,Johor,103.662,1.492,380911,,12936,43048,0.4435,8035,0.5197,,1.17,27,13/1/2023,11/10/2023,1,6,Medium
CAM0217,Billboard,Electronics,Penang,100.3314,5.4141,,224648,915693,41160,0.9189,6571,0.9577,,0.28,143,15/5/2023,,4,5,Low
CAM0218,Email,Electronics,Sabah,116.0735,5.9783,,334682,,,0.239,,0.4978,,3.71,,6/3/2023,16/11/2023,5,5,High
CAM0219,Email,Automotive,Kuala Lumpur,101.6869,3.139,31622,16610,199366,44871,0.1316,3088,0.1684,503224,1.9,293,14/3/2023,27/5/2023,3,10,
CAM0220,Social Media,Groceries,Sarawak,110.3626,1.5532,,432051,174795,37010,0.4832,7953,0.0054,620901,0.78,364,9/8/2023,21/11/2023,3,,Low
CAM0221,Social Media,Automotive,Sarawak,110.3626,1.5532,442504,124252,337827,19794,0.4357,4267,,102544,4.48,87,10/3/2023,21/5/2023,4,10,High
CAM0222,Social Media,Electronics,Sarawak,110.3626,1.5532,341254,372906,986105,4728,0.5387,13206.9443,0.6435,359052,4.06,88,19/5/2023,3/4/2023,3,8,High
CAM0223,TV,Groceries,Kuala Lumpur,101.6869,3.139,218816,170539,195407,,0.5313,56,0.0751,512616,3.24,167,14/3/2023,19/6/2023,27.63326321,7,High
CAM0224,Social Media,Groceries,Johor,103.662,1.492,275393,322206,695863,,0.1366,3118,0.1167,599351,0.88,138,16/1/2023,17/8/2023,2,5,Low
CAM0225,TV,Fashion,Kuala Lumpur,101.6869,3.139,316697,,764661,49419,0.4144,3952,,,4.83,221,29/11/2023,,5,4,High
CAM0226,Social Media,Groceries,Penang,100.3314,5.4141,383832,420696,,42779,0.8656,671,0.3115,844671,1.82,243,19/12/2023,15/11/2023,2,1,Low
CAM0227,Billboard,Automotive,Kuala Lumpur,101.6869,3.139,195097,239307,47714,1712,0.1369,8172,,916377,,284,19/6/2023,30/4/2023,1,2,High
CAM0228,News,Health,Malacca,102.2527,2.1896,,3020470,9537700,26384,0.9684,8502,4.174334175,1137350,,240,15/10/2023,8/6/2023,4,3,High
CAM0229,Billboard,Health,Johor,103.662,1.492,337567,348545,668824,27639,0.6129,6187,0.7072,954415,27.38729989,175,24/4/2023,15/5/2023,5,2,Low
CAM0230,TV,Automotive,Kuala Lumpur,101.6869,3.139,265917,262505,533884,21070,0.2388,25996.16764,0.513,,3.75,244,20/8/2023,6/5/2023,5,7,High
CAM0231,Billboard,Electronics,Johor,103.662,1.492,477283,74267,592769,24963,,7259,0.0277,976252,3.2,72,11/12/2023,6/12/2023,,3,Medium
CAM0232,Social Media,Automotive,Kuala Lumpur,101.6869,3.139,105074,134271,15190,7054,0.5814,3061,0.9207,713467,3.71,119,10/7/2023,7/7/2023,,1,High
CAM0233,Radio,Health,Kuala Lumpur,101.6869,3.139,367570,387127,48033,1940,0.4814,5723,0.1936,386913,3.98,313,8/5/2023,1/3/2023,4,9,Low
CAM0234,Radio,Fashion,Johor,103.662,1.492,245996,363658,274793,13257,,1864,0.6377,983261,2.89,329,1/7/2023,2/1/2023,5,,Medium
CAM0235,Billboard,Fashion,Johor,103.662,1.492,393706,240842,277127,35411,0.3969,5288,0.7436,792608,3.28,291,19/6/2023,29/3/2023,5,4,High
CAM0236,Social Media,Automotive,Malacca,102.2527,2.1896,,126483,181142,27627,0.9651,1247,,4371017.77,0.71,57,29/7/2023,25/11/2023,3,1,High
CAM0237,Social Media,Fashion,Penang,100.3314,5.4141,227130,58542,443378,73813.59415,0.3675,8641,0.3023,739004,1.55,6,15/8/2023,31/12/2023,1,5,Low
CAM0238,Email,Electronics,Sarawak,110.3626,1.5532,381434,364951,886366,15671,0.7567,4056,0.5676,360752,1.56,130,2/8/2023,30/3/2023,5,4,Low
CAM0239,Social Media,Electronics,Sarawak,110.3626,1.5532,271353,,596022,36456,0.1515,3152,0.9543,435615,1.31,314,10/12/2023,7/10/2023,,9,High
CAM0240,Radio,Fashion,Kuala Lumpur,101.6869,3.139,96568,358034,111754,41881,0.512,8055,0.2619,,1.27,334,3/9/2023,17/2/2023,3,9,High
CAM0241,Email,Health,Penang,100.3314,5.4141,277463,269294,416606,31884,0.2071,5143,0.1667,126999,3.16,27,30/1/2023,26/1/2023,2,,Low
CAM0242,TV,Electronics,Johor,103.662,1.492,21827,138808,375346,25183,0.9699,2051,0.9369,171071,1.88,28,31/7/2023,28/4/2023,4,10,Low
CAM0243,Email,Groceries,Johor,103.662,1.492,89155,270944,819598,32046,0.0654,5241,0.4732,,4.01,194,25/10/2023,15/6/2023,2,7,Low
CAM0244,Social Media,Health,Penang,100.3314,5.4141,76748,15409,530249,14521,0.7007,2321,0.6193,821201,1.88,47,28/4/2023,11/11/2023,2,9,High
CAM0245,TV,Fashion,Penang,100.3314,5.4141,307624,196358,605802,49631,0.9638,6358,0.2739,437845,3.01,,29/10/2023,28/9/2023,1,6,Low
CAM0246,Radio,Groceries,Kuala Lumpur,101.6869,3.139,236627,57199,43728,20017,0.9464,7210,0.8438,25515,4.49,306,1/11/2023,6/8/2023,3,9,Low
CAM0247,Email,Electronics,Penang,100.3314,5.4141,407450,,141738,26109,0.7694,2007,0.991,178283,2.39,191,25/8/2023,6/3/2023,4,10,High
CAM0248,Social Media,Automotive,Sarawak,110.3626,1.5532,309035,1290418.831,804241,1870,0.935,4347,0.5359,629594,,210,23/7/2023,13/3/2023,5,5,High
CAM0249,TV,Health,Kuala Lumpur,101.6869,3.139,452468,251025,2164812.35,12382,0.2856,3493,0.9874,827048,2.47,228,21/6/2023,10/8/2023,3,2,High
CAM0250,TV,Groceries,Kuala Lumpur,101.6869,3.139,277094,447048,252388,19774,0.8317,9964,0.4852,897161,2.48,22,20/6/2023,29/7/2023,5,1,High
CAM0251,TV,Electronics,Kuala Lumpur,101.6869,3.139,166736,328767,237801,6240,0.4072,7757,,686840,4.01,,20/5/2023,21/8/2023,2,4,Low
CAM0252,Billboard,Groceries,Sarawak,110.3626,1.5532,425535,260509,914029,22159,0.3447,9787,0.795,540176,0.59,819.3569661,14/1/2023,16/2/2023,4,4,High
CAM0253,Radio,Fashion,Sarawak,110.3626,1.5532,325689,338468,840718,10688,0.8722,2078,0.499,,2.91,32,21/7/2023,16/3/2023,5,3,Low
CAM0254,TV,Fashion,Johor,103.662,1.492,,101312,809381,41305,0.6444,3827,0.7233,174606,3.03,39,1/12/2023,14/10/2023,3,7,Low
CAM0255,Radio,Fashion,Sarawak,110.3626,1.5532,174778,309146,294894,23191,0.9523,6758,0.3447,705653,0.84,232,11/1/2023,22/2/2023,,4,High
CAM0256,Social Media,Groceries,Penang,100.3314,5.4141,106458,80557,746863,6281,0.0738,39,0.1633,69835,4.63,136,4/2/2023,6/9/2023,4,2,High
CAM0257,TV,Groceries,Sarawak,110.3626,1.5532,439719,331820,709583,42652,0.4829,5239,,720540,1.61,328,6/5/2023,6/3/2023,5,2,High
CAM0258,Billboard,Groceries,Sabah,116.0735,5.9783,135617,222813,639041,40581,0.5897,1508,0.211537205,360262,0.1,358,8/5/2023,22/7/2023,5,3,Medium
CAM0259,Email,Groceries,Johor,103.662,1.492,273136,417736,916515,40126,0.9725,2552,0.8033,745836,0.68,287,11/4/2023,28/2/2023,4,5,Medium
CAM0260,Email,Electronics,Johor,103.662,1.492,365280,111467,47146,36645,0.4132,1453,0.0174,819436,2.71,166,11/2/2023,23/1/2023,1,7,
CAM0261,Social Media,Groceries,Johor,103.662,1.492,2725643.696,140236,571171,8504,0.5951,1921,0.2678,691091,,31,29/12/2023,7/4/2023,2,4,Medium
CAM0262,Radio,Automotive,Johor,103.662,1.492,317158,10518,141619,2275,0.3458,2650,0.6736,411967,,272,15/2/2023,18/12/2023,4,7,High
CAM0263,TV,Groceries,Sabah,116.0735,5.9783,326767,,785921,2263,,2629,0.0573,292238,4.77,168,27/1/2023,24/7/2023,2,4,Low
CAM0264,Social Media,Groceries,Penang,100.3314,5.4141,429285,195493,201676,9683,0.6754,9338,0.4819,19987,2.54,174,28/3/2023,22/5/2023,5,7,High
CAM0265,Radio,Automotive,Kuala Lumpur,101.6869,3.139,,136007,571710,36251,0.7605,2410,0.3858,36834,2.78,316,29/4/2023,11/10/2023,1,4,Medium
CAM0266,TV,Electronics,Johor,103.662,1.492,438984,91844,491952,9217,0.5321,3428,0.431,723853,1.83,15,20/5/2023,24/6/2023,3,,Medium
CAM0267,Billboard,Health,Johor,103.662,1.492,188233,340450,,4952,0.0335,201,0.7878,728439,2.6,329,27/6/2023,31/5/2023,3,7,Low
CAM0268,Social Media,Electronics,Kuala Lumpur,101.6869,3.139,411380,172524,839154,31554,0.0017,8668,0.4847,47874,0.14,176,1/9/2023,2/7/2023,,1,Medium
CAM0269,Radio,Fashion,Johor,103.662,1.492,461430,395846,443847,40981,0.0152,4989,0.4132,157723,1.1,17,21/7/2023,1/6/2023,2,9,High
CAM0270,Radio,Electronics,Kuala Lumpur,101.6869,3.139,235184,402235,156310,12946,0.5126,1148,0.5321,15501,4.52,26,29/7/2023,21/1/2023,2,9,Low
CAM0271,Radio,Electronics,Kuala Lumpur,101.6869,3.139,424993,293907,805176,5283,0.757,4814,0.4332,41836,4.58,30,6/12/2023,30/12/2023,1,9,High
CAM0272,Email,Health,Kuala Lumpur,101.6869,3.139,180762,115907,561576,8611,0.5403,6110,,731360,2.91,248,24/10/2023,3/7/2023,5,1,Medium
CAM0273,Email,Electronics,Sarawak,110.3626,1.5532,344729,42736,635755,2924,0.5124,2429,,674863,,89,1/6/2023,30/9/2023,,2,Medium
CAM0274,Radio,Electronics,Johor,103.662,1.492,466260,274971,935149,4198,0.7513,275,0.6254,544962,4.57,245,29/8/2023,28/12/2023,5,8,Medium
CAM0275,Email,Electronics,Sarawak,110.3626,1.5532,113228,148447,,35925,0.7128,4449,0.8104,80034,3.74,22,19/10/2023,10/6/2023,2,2,Low
CAM0276,Billboard,Groceries,Penang,100.3314,5.4141,365590,300512,1829965.095,94830.56489,0.8211,851,0.0343,186121,1.28,70,6/3/2023,18/9/2023,3,,Low
CAM0277,TV,Health,Penang,100.3314,5.4141,105452,441396,12617,12554,,2859,0.8959,558763,,225,9/5/2023,12/4/2023,4,4,Medium
CAM0278,Billboard,Health,Sarawak,110.3626,1.5532,,132647,759795,12768,0.1131,3884,,289147,2.28,274,8/7/2023,,3,9,Low
CAM0279,Email,Electronics,Johor,103.662,1.492,,313366,989681,,0.2469,674,0.9812,549972,4.92,210,31/12/2023,26/1/2023,3,3,High
CAM0280,Radio,Automotive,Sabah,116.0735,5.9783,,358002,911968,411,0.5562,1624,0.7987,449287,3.48,230,11/4/2023,1/3/2023,3,7,High
CAM0281,Email,Health,Johor,103.662,1.492,,377610,378667,,0.3247,594,2.724747645,505996,,8,30/10/2023,22/5/2023,5,,High
CAM0282,Billboard,Electronics,Kuala Lumpur,101.6869,3.139,327896,267478,,27619,,5182,0.4472,302058,2.87,8,27/12/2023,7/2/2023,2,6,Low
CAM0283,Email,Fashion,Penang,100.3314,5.4141,478834,275385,770490,42147,0.7003,11090.49144,0.7456,94172,2.96,276,7/7/2023,20/1/2023,1,1,Medium
CAM0284,Social Media,Health,Kuala Lumpur,101.6869,3.139,194497,21906,710355,19916,0.6383,4375,0.5905,839932,1.92,,17/3/2023,30/9/2023,3,8,Medium
CAM0285,TV,Health,Sarawak,110.3626,1.5532,371953,343896,689021,6460,0.6679,5091,0.6649,443653,4.39,157,22/3/2023,29/4/2023,3,4,High
CAM0286,Billboard,Health,Sabah,116.0735,5.9783,10400,,3152,15582,0.3175,,0.8212,746744,0.32,94,4/6/2023,15/4/2023,1,9,Low
CAM0287,TV,Health,Sarawak,110.3626,1.5532,285920,,932212,34447,0.6164,1653,0.039,502274,,253,17/1/2023,11/2/2023,1,10,High
CAM0288,Billboard,Health,Sabah,116.0735,5.9783,326876,310320,7422473.41,44460,0.0952,6798,0.4531,692556,1.54,363,4/4/2023,13/8/2023,,3,High
CAM0289,Email,Electronics,Sabah,116.0735,5.9783,288781,211752,145965,43809,0.7279,3044,0.7999,7574800.156,0.13,84,5/10/2023,24/11/2023,4,7,Medium
CAM0290,TV,Automotive,Penang,100.3314,5.4141,239973,316278,908631,47000,0.5416,9675,0.9204,402583,,131,10/11/2023,28/10/2023,5,3,Low
CAM0291,Social Media,Health,Penang,100.3314,5.4141,396034,268440,635715,12937,2.672659989,,0.2942,895482,,235,16/2/2023,20/1/2023,5,,Low
CAM0292,Social Media,Electronics,Kuala Lumpur,101.6869,3.139,365995,363666,835225,,0.8524,7284,0.8498,350641,,,20/8/2023,15/12/2023,4,2,Low
CAM0293,Social Media,Health,Kuala Lumpur,101.6869,3.139,444641,,,,0.0638,7701,0.4841,213461,3.87,174,7/6/2023,13/12/2023,5,6,Low
CAM0294,Billboard,Health,Sarawak,110.3626,1.5532,121294,361544,652070,49557,0.679,9313,0.9664,,1.46,255,23/8/2023,,4,5,High
CAM0295,Email,Health,Johor,103.662,1.492,245029,261786,859144,49358,,3806,0.0269,524383,3.55,123,14/2/2023,19/9/2023,3,3,High
CAM0296,Email,Electronics,Kuala Lumpur,101.6869,3.139,,76200,803199,40846,0.2044,,0.3824,,,150,23/5/2023,29/3/2023,,8,High
CAM0297,Email,Health,Kuala Lumpur,101.6869,3.139,231006,88533,956937,2336,0.8306,7677,0.5287,680825,3.18,220,14/5/2023,7/6/2023,3,9,Low
CAM0298,TV,Health,Kuala Lumpur,101.6869,3.139,17475,446594,255372,4310,0.2755,1172,0.4041,888207,,180,21/2/2023,,1,9,Medium
CAM0299,Billboard,Fashion,Penang,100.3314,5.4141,294832,290072,,25493,0.2719,5326,0.6664,188956,4.35,252,13/2/2023,7/11/2023,5,6,High
CAM0300,TV,Health,Johor,103.662,1.492,26914,,624221,26771,0.3811,1634,0.2278,101254,2.02,131,26/3/2023,18/9/2023,3,10,High
CAM0301,TV,Health,Penang,100.3314,5.4141,70213,354360,512984,15715,,1355,,870637,,351,1/1/2023,4/3/2023,4,4,Medium
CAM0302,Email,Fashion,Sabah,116.0735,5.9783,497607,110343,333220,32325,0.8561,6357,0.7477,7809898.143,0.03,363,22/3/2023,21/4/2023,,10,High
CAM0303,Radio,Electronics,Penang,100.3314,5.4141,443319,,381570,26351,0.6923,7898,0.3942,902879,0.4,226,17/7/2023,9/6/2023,5,2,High
CAM0304,Radio,Health,Sabah,116.0735,5.9783,228692,270420,567126,,0.2999,7852,0.2637,865887,4.31,313,30/8/2023,14/7/2023,3,3,Low
CAM0305,Billboard,Fashion,Sarawak,110.3626,1.5532,192170,97133,631557,47628,,1957,0.7531,285634,2.67,19,24/1/2023,,5,2,Low
CAM0306,TV,Electronics,Kuala Lumpur,101.6869,3.139,422717,279565,271346,13306,0.7797,585,0.0537,395911,1.64,245,26/3/2023,17/12/2023,18.42217547,9,Medium
CAM0307,Radio,Automotive,Johor,103.662,1.492,173834,135891,739937,25690,0.4604,5707,0.1225,967074,2.93,125,1/1/2024,8/8/2023,3,10,Medium
CAM0308,Social Media,Groceries,Penang,100.3314,5.4141,352223,89591,169140,40216,0.535,1316,,945104,12.3569596,274,5/2/2023,,2,6,Low
CAM0309,Email,Groceries,Sarawak,110.3626,1.5532,323795,264995,367562,12255,0.4832,9053,0.4856,660036,4.82,115,11/3/2023,19/12/2023,4,1,High
CAM0310,Radio,Health,Johor,103.662,1.492,316686,33802,5070609.641,16221,0.3975,2039,,989109,1.37,272,9/3/2023,15/10/2023,4,10,Medium
CAM0311,Social Media,Electronics,Penang,100.3314,5.4141,171706,157482,941735,36851,0.4111,7909,0.4993,970158,0.13,38,26/3/2023,18/10/2023,4,5,Medium
CAM0312,TV,Fashion,Sarawak,110.3626,1.5532,371832,324176,369986,45308,0.3062,503,0.2627,893551,0.07,281,17/10/2023,10/7/2023,3,,Low
CAM0313,TV,Electronics,Johor,103.662,1.492,327042,181701,148724,,0.5525,5827,0.3415,657517,3.88,336,8/11/2023,23/1/2023,1,,High
CAM0314,Social Media,Groceries,Penang,100.3314,5.4141,347580,,740427,23914,0.0217,2782,0.7226,88052,3.08,113,15/7/2023,18/1/2023,1,,Medium
CAM0315,Social Media,Fashion,Kuala Lumpur,101.6869,3.139,,396540,999186,26336,0.3254,7127,0.2098,618971,4.3,467.4536537,27/2/2023,20/1/2023,5,,Medium
CAM0316,Radio,Automotive,Sabah,116.0735,5.9783,243381,168775,867547,1699,0.2827,1220,0.9454,437687,2.86,362,10/3/2023,11/5/2023,1,8,Low
CAM0317,Billboard,Electronics,Kuala Lumpur,101.6869,3.139,455233,29315,773383,49331,0.8639,5889,0.9142,44012,1.61,84,6/12/2023,3/1/2023,1,10,
CAM0318,Billboard,Fashion,Sarawak,110.3626,1.5532,79393,328209,711721,,0.2602,4802,0.9688,304851,2.64,172,9/6/2023,,2,3,High
CAM0319,Billboard,Health,Johor,103.662,1.492,62956,45722,587628,,,2852,0.4362,628733,2.75,,30/6/2023,17/10/2023,4,2,Low
CAM0320,News,Fashion,Kuala Lumpur,101.6869,3.139,41756100,4309670,6590660,29435,0.6558,1063,0.457,7616400,1.18,60,16/8/2023,13/12/2023,3,1,High
CAM0321,TV,Groceries,Johor,103.662,1.492,17450,288123,,7889,0.8231,5030,0.3471,596794,0.46,308,21/8/2023,9/12/2023,5,1,High
CAM0322,Email,Electronics,Sabah,116.0735,5.9783,228712,308872,632796,4525,0.9253,2831,0.8201,849154,0.7,,12/4/2023,12/7/2023,2,7,High
CAM0323,Billboard,Electronics,Sarawak,110.3626,1.5532,495348,287142,433994,7277,0.6542,55,0.456,346080,2.85,357,29/7/2023,14/9/2023,1,,Medium
CAM0324,Email,Health,Penang,100.3314,5.4141,416934,215473,731052,55186.07097,0.4569,6474,0.6419,193686,1.42,86,25/1/2023,26/6/2023,3,5,High
CAM0325,Radio,Fashion,Johor,103.662,1.492,57208,,54919,17389,0.0561,1363,0.7872,782443,,,19/5/2023,21/11/2023,4,4,Medium
CAM0326,Social Media,Automotive,Sarawak,110.3626,1.5532,233787,,964406,4603,0.1856,7531,0.1656,356608,0.83,69,22/6/2023,2/9/2023,3,1,
CAM0327,Email,Electronics,Kuala Lumpur,101.6869,3.139,461214,93028,779674,43482,0.5168,,0.1684,881125,3.41,,22/3/2023,5/8/2023,4,5,Low
CAM0328,Radio,Health,Penang,100.3314,5.4141,365683,2885614.657,761843,161414.8092,0.2508,2617,0.7145,31199,0.32,619.7700128,12/12/2023,14/3/2023,2,10,Medium
CAM0329,Email,Electronics,Penang,100.3314,5.4141,360210,179083,934855,42193,0.3972,8991,0.7339,355497,,286,23/8/2023,21/4/2023,3,4,Medium
CAM0330,Social Media,Electronics,Johor,103.662,1.492,475599,,485455,44484,0.2843,2558,0.6557,,4.68,241,9/11/2023,22/8/2023,4,9,High
CAM0331,Email,Health,Penang,100.3314,5.4141,22894,5815,,,0.7377,4613,0.6963,364111,2.17,47,23/2/2023,27/4/2023,4,2,High
CAM0332,Radio,Electronics,Johor,103.662,1.492,85954,31276,790912,42522,0.4737,7257,0.3158,121188,1.76,289,28/4/2023,27/3/2023,1,6,High
CAM0333,Radio,Automotive,Johor,103.662,1.492,231748,361532,388795,33391,0.1486,8653,2.456058284,354874,3.68,298,14/7/2023,3/7/2023,5,9,Medium
CAM0334,Billboard,Groceries,Johor,103.662,1.492,49401,309345,883943,10586,0.2847,2860,0.4529,949435,4.98,89,24/6/2023,23/2/2023,4,8,
CAM0335,Email,Electronics,Sabah,116.0735,5.9783,457829,347519,613689,44024,0.484,8005,5.394569841,388855,1.35,273,23/12/2023,16/12/2023,2,10,Medium
