,Unnamed: 0,completion_year,rent,rent_type,region,district,property_type,rooms,parking,bathroom,size,furnished_rate,facilities_rate,maintanance_fee,completion_rate,competition_rate_x,competition_rate_y
198,198,,1000,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,750.0,0.0,2.0,0.0,new,10.0,10.0
199,199,,1600,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,900.0,2.0,3.0,0.0,new,15.0,15.0
200,200,,1600,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,1018.0,1.0,,0.0,new,24.0,24.0
201,201,2015.0,1600,house,Kuala Lumpur,Cheras,Condominium,4,1.0,2.0,1142.0,1.0,5.0,2569.5,new,33.0,33.0
202,202,2021.0,3200,house,Kuala Lumpur,Bukit Jalil,Service Residence,2,1.0,2.0,750.0,2.0,7.0,1687.5,new,12.0,12.0
203,203,,900,house,Kuala Lumpur,Wangsa Maju,Flat,2,,1.0,600.0,1.0,,0.0,new,19.0,19.0
204,204,2008.0,1600,house,Kuala Lumpur,Setapak,Condominium,4,1.0,2.0,1328.0,0.0,,5962.72,moderate,6.0,6.0
205,205,2017.0,1700,house,Kuala Lumpur,Setapak,Service Residence,3,1.0,2.0,900.0,2.0,,2025.0,new,15.0,15.0
206,206,,1800,house,Kuala Lumpur,Setapak,Condominium,4,,2.0,1313.0,0.0,9.0,0.0,new,7.0,7.0
207,207,2007.0,1800,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,1067.0,2.0,,4790.83,moderate,46.0,46.0
208,208,,2500,house,Kuala Lumpur,Titiwangsa,Service Residence,3,1.0,2.0,850.0,2.0,7.0,0.0,new,37.0,37.0
209,209,2021.0,1300,house,Kuala Lumpur,Cheras,Service Residence,2,1.0,2.0,650.0,1.0,8.0,1462.5,new,213.0,213.0
210,210,1995.0,1100,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,820.0,1.0,8.0,7371.8,old,5.0,5.0
211,211,,900,house,Kuala Lumpur,Ampang,Condominium,3,1.0,2.0,890.0,1.0,11.0,0.0,new,1.0,1.0
212,212,,1200,house,Kuala Lumpur,Cheras,Apartment,3,1.0,2.0,1006.0,1.0,,0.0,new,7.0,7.0
213,213,2013.0,2000,house,Kuala Lumpur,Jalan Kuching,Condominium,3,1.0,2.0,1018.0,2.0,12.0,4570.820000000001,moderate,40.0,40.0
214,214,2013.0,1700,house,Kuala Lumpur,Titiwangsa,Service Residence,2,1.0,1.0,726.0,1.0,10.0,3259.7400000000002,moderate,6.0,6.0
215,215,,1300,house,Kuala Lumpur,Bandar Tasik Selatan,Apartment,3,1.0,2.0,850.0,2.0,3.0,0.0,new,5.0,5.0
216,216,,1200,house,Kuala Lumpur,Bangsar South,Flat,3,,1.0,750.0,0.0,,0.0,new,14.0,14.0
217,217,,1200,house,Kuala Lumpur,Wangsa Maju,Flat,2,,1.0,520.0,0.0,,0.0,new,22.0,22.0
218,218,,1500,house,Kuala Lumpur,Wangsa Maju,Apartment,3,,2.0,1070.0,1.0,6.0,0.0,new,4.0,4.0
219,219,2021.0,2500,house,Kuala Lumpur,Sentul,Service Residence,3,,2.0,850.0,2.0,10.0,1912.5,new,140.0,140.0
220,220,,750,house,Kuala Lumpur,Wangsa Maju,Flat,2,2.0,1.0,580.0,1.0,9.0,0.0,new,1.0,1.0
221,221,2019.0,1700,room,Kuala Lumpur,Pandan Perdana,Apartment,1,,1.0,450.0,2.0,10.0,1012.5,new,25.0,25.0
222,222,,1200,house,Kuala Lumpur,Desa Pandan,Condominium,3,,2.0,900.0,0.0,8.0,0.0,new,9.0,9.0
223,223,2012.0,2100,room,Kuala Lumpur,Jalan Sultan Ismail,Service Residence,1,,1.0,560.0,2.0,5.0,2514.4,moderate,29.0,29.0
224,224,,1400,house,Kuala Lumpur,Sentul,Condominium,3,2.0,2.0,1010.0,0.0,3.0,0.0,new,10.0,10.0
225,225,,3000,house,Kuala Lumpur,Mont Kiara,Condominium,4,2.0,3.0,1268.0,2.0,14.0,0.0,new,5.0,5.0
226,226,2014.0,1400,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,865.0,2.0,10.0,3883.8500000000004,moderate,9.0,9.0
227,227,2020.0,1400,house,Kuala Lumpur,Kepong,Service Residence,3,2.0,2.0,932.0,1.0,12.0,2097.0,new,29.0,29.0
228,228,,650,house,Kuala Lumpur,Keramat,Flat,2,,1.0,568.0,1.0,3.0,0.0,new,7.0,7.0
229,229,2017.0,1350,house,Kuala Lumpur,Sentul,Service Residence,3,1.0,2.0,1095.0,0.0,14.0,2463.75,new,42.0,42.0
230,230,,1600,room,Kuala Lumpur,Old Klang Road,Duplex,1,1.0,2.0,775.0,2.0,11.0,0.0,new,,
231,231,,1700,house,Kuala Lumpur,Old Klang Road,Service Residence,2,1.0,2.0,775.0,2.0,11.0,0.0,new,,
232,232,,1599,house,Kuala Lumpur,Pudu,Condominium,3,1.0,2.0,900.0,1.0,9.0,0.0,new,7.0,7.0
233,233,2007.0,1880,house,Kuala Lumpur,Jalan Kuching,Service Residence,3,1.0,2.0,1290.0,1.0,11.0,5792.1,moderate,16.0,16.0
234,234,2017.0,1800,house,Kuala Lumpur,Segambut,Condominium,3,2.0,3.0,1298.0,1.0,7.0,2920.5,new,16.0,16.0
235,235,2016.0,2000,house,Kuala Lumpur,Sri Damansara,Condominium,4,2.0,3.0,1492.0,1.0,9.0,3357.0,new,23.0,23.0
236,236,2016.0,2800,house,Kuala Lumpur,Sri Damansara,Condominium,3,2.0,3.0,1610.0,2.0,9.0,3622.5,new,23.0,23.0
237,237,,1800,house,Kuala Lumpur,Jalan Kuching,Service Residence,3,1.0,2.0,1105.0,2.0,14.0,0.0,new,22.0,22.0
238,238,,1300,house,Kuala Lumpur,Bukit Jalil,Apartment,4,1.0,2.0,1200.0,0.0,3.0,0.0,new,23.0,23.0
239,239,,1800,house,Kuala Lumpur,Bangsar South,Apartment,3,,2.0,1200.0,1.0,5.0,0.0,new,18.0,18.0
240,240,2015.0,1800,house,Kuala Lumpur,Cheras,Condominium,4,,2.0,1142.0,1.0,5.0,2569.5,new,33.0,33.0
241,241,,1500,house,Kuala Lumpur,Setiawangsa,Apartment,3,,1.0,874.0,1.0,,0.0,new,4.0,4.0
242,242,,1300,house,Kuala Lumpur,Cheras,Apartment,3,,2.0,850.0,2.0,,0.0,new,10.0,10.0
243,243,1999.0,1200,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,975.0,1.0,9.0,8765.25,old,19.0,19.0
244,244,,600,house,Kuala Lumpur,Cheras,Apartment,3,,1.0,700.0,0.0,5.0,0.0,new,2.0,2.0
245,245,,1499,house,Kuala Lumpur,Setapak,Service Residence,2,1.0,1.0,700.0,2.0,10.0,0.0,new,10.0,10.0
246,246,,1300,house,Kuala Lumpur,Desa Pandan,Apartment,3,,2.0,900.0,2.0,7.0,0.0,new,43.0,43.0
247,247,,1000,house,Kuala Lumpur,Desa Pandan,Apartment,3,,2.0,900.0,1.0,7.0,0.0,new,43.0,43.0
248,248,2021.0,1400,house,Kuala Lumpur,Cheras,Service Residence,2,2.0,2.0,650.0,0.0,8.0,1462.5,new,213.0,213.0
249,249,,900,house,Kuala Lumpur,Cheras,Flat,3,,2.0,650.0,0.0,4.0,0.0,new,13.0,13.0
250,250,,900,house,Kuala Lumpur,Ampang,Flat,3,,2.0,680.0,1.0,4.0,0.0,new,1.0,1.0
251,251,,1300,house,Kuala Lumpur,Cheras,Apartment,3,2.0,2.0,1000.0,1.0,11.0,0.0,new,25.0,25.0
252,252,,1000,house,Kuala Lumpur,Cheras,Flat,3,,2.0,700.0,2.0,,0.0,new,1.0,1.0
253,253,,1550,house,Kuala Lumpur,Sentul,Condominium,3,,2.0,900.0,1.0,10.0,0.0,new,30.0,30.0
254,254,2022.0,3300,house,Kuala Lumpur,Taman Desa,Condominium,4,2.0,3.0,1118.0,2.0,9.0,2515.5,new,9.0,9.0
255,255,2012.0,2600,house,Kuala Lumpur,Jalan Sultan Ismail,Service Residence,2,1.0,1.0,805.0,2.0,8.0,3614.4500000000003,moderate,29.0,29.0
256,256,2011.0,1400,room,Kuala Lumpur,Old Klang Road,Duplex,1,1.0,1.0,775.0,1.0,,3479.75,moderate,16.0,16.0
257,257,2010.0,1700,house,Kuala Lumpur,Jalan Ipoh,Condominium,3,1.0,2.0,1300.0,1.0,8.0,5837.0,moderate,29.0,29.0
258,258,2022.0,1800,house,Kuala Lumpur,Kuchai Lama,Service Residence,2,1.0,2.0,804.0,2.0,9.0,1809.0,new,1.0,1.0
259,259,,850,house,Kuala Lumpur,Sentul,Apartment,2,1.0,1.0,570.0,0.0,,0.0,new,4.0,4.0
260,260,,1300,house,Kuala Lumpur,Bukit Jalil,Apartment,4,1.0,2.0,1434.0,1.0,14.0,0.0,new,2.0,2.0
261,261,,1200,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,850.0,1.0,14.0,0.0,new,54.0,54.0
262,262,2021.0,2800,house,Kuala Lumpur,Segambut,Service Residence,3,2.0,2.0,1033.0,2.0,8.0,2324.25,new,29.0,29.0
263,263,,1000,house,Kuala Lumpur,Cheras,Apartment,3,1.0,2.0,950.0,1.0,5.0,0.0,new,2.0,2.0
264,264,,800,house,Kuala Lumpur,Cheras,Apartment,3,,2.0,650.0,0.0,5.0,0.0,new,16.0,16.0
265,265,2008.0,3800,house,Kuala Lumpur,Ampang,Condominium,2,,2.0,1400.0,2.0,10.0,6286.0,moderate,14.0,14.0
266,266,2007.0,2000,house,Kuala Lumpur,Bukit Bintang,Service Residence,2,,2.0,900.0,2.0,7.0,4041.0,moderate,22.0,22.0
267,267,2018.0,1200,house,Kuala Lumpur,Sungai Besi,Apartment,3,1.0,2.0,1035.0,1.0,7.0,2328.75,new,4.0,4.0
268,268,,1000,house,Kuala Lumpur,Kepong,Apartment,5,,2.0,850.0,0.0,4.0,0.0,new,10.0,10.0
269,269,2004.0,1500,house,Kuala Lumpur,Jalan Kuching,Condominium,3,,2.0,1050.0,1.0,14.0,9439.5,old,42.0,42.0
270,270,2023.0,2300,house,Kuala Lumpur,Cheras,Condominium,4,2.0,3.0,1000.0,1.0,9.0,2250.0,new,115.0,115.0
271,271,,1499,house,Kuala Lumpur,Sentul,Service Residence,3,1.0,2.0,948.0,1.0,12.0,0.0,new,,
272,272,1999.0,1400,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,920.0,1.0,7.0,8270.800000000001,old,19.0,19.0
273,273,2006.0,1750,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,1010.0,2.0,7.0,4534.900000000001,moderate,19.0,19.0
274,274,2020.0,1700,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,819.0,2.0,9.0,1842.75,new,2.0,2.0
275,275,2017.0,1350,house,Kuala Lumpur,Sentul,Service Residence,3,1.0,2.0,1150.0,1.0,11.0,2587.5,new,42.0,42.0
276,276,,750,house,Kuala Lumpur,Keramat,Apartment,3,2.0,2.0,722.0,0.0,4.0,0.0,new,1.0,1.0
277,277,,1600,house,Kuala Lumpur,OUG,Apartment,3,2.0,2.0,950.0,2.0,7.0,0.0,new,1.0,1.0
278,278,2013.0,1800,house,Kuala Lumpur,Jalan Kuching,Condominium,2,1.0,2.0,880.0,2.0,11.0,3951.2000000000003,moderate,40.0,40.0
279,279,2022.0,1800,house,Kuala Lumpur,Setapak,Service Residence,3,1.0,2.0,850.0,1.0,7.0,1912.5,new,68.0,68.0
280,280,,1300,house,Kuala Lumpur,Bangsar South,Apartment,2,1.0,2.0,555.0,1.0,5.0,0.0,new,18.0,18.0
281,281,2007.0,5800,house,Kuala Lumpur,Mont Kiara,Condominium,7,3.0,7.0,3488.0,1.0,11.0,15661.12,moderate,6.0,6.0
282,282,2018.0,1500,room,Kuala Lumpur,Ampang,Service Residence,1,1.0,1.0,680.0,2.0,12.0,1530.0,new,48.0,48.0
283,283,2021.0,1250,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,850.0,1.0,5.0,1912.5,new,58.0,58.0
284,284,2021.0,2800,house,Kuala Lumpur,Sentul,Service Residence,3,,2.0,850.0,2.0,,1912.5,new,140.0,140.0
285,285,2021.0,2500,house,Kuala Lumpur,Sentul,Service Residence,3,,2.0,850.0,2.0,,1912.5,new,140.0,140.0
286,286,2017.0,1850,house,Kuala Lumpur,Cheras,Service Residence,3,1.0,2.0,1050.0,2.0,4.0,2362.5,new,49.0,49.0
287,287,2021.0,3500,house,Kuala Lumpur,Bukit Jalil,Service Residence,2,,1.0,750.0,2.0,5.0,1687.5,new,12.0,12.0
288,288,2019.0,1499,house,Kuala Lumpur,Setapak,Apartment,3,2.0,2.0,928.0,1.0,9.0,2088.0,new,10.0,10.0
289,289,,1300,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,1000.0,0.0,7.0,0.0,new,2.0,2.0
290,290,2006.0,1500,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,1100.0,1.0,6.0,4939.0,moderate,19.0,19.0
291,291,,1450,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,850.0,1.0,8.0,0.0,new,34.0,34.0
292,292,2015.0,1600,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,1142.0,1.0,8.0,2569.5,new,33.0,33.0
293,293,,2000,room,Kuala Lumpur,Bangsar South,Service Residence,1,,1.0,525.0,2.0,6.0,0.0,new,4.0,4.0
294,294,2023.0,2600,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,850.0,2.0,14.0,1912.5,new,115.0,115.0
295,295,2017.0,1700,house,Kuala Lumpur,Setapak,Condominium,3,2.0,2.0,1200.0,1.0,7.0,2700.0,new,26.0,26.0
296,296,,1500,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,700.0,1.0,10.0,0.0,new,7.0,7.0
297,297,,1500,house,Kuala Lumpur,Setapak,Service Residence,3,1.0,2.0,850.0,1.0,7.0,0.0,new,3.0,3.0
298,298,,2500,house,Kuala Lumpur,Wangsa Maju,Service Residence,3,2.0,4.0,1518.0,1.0,9.0,0.0,new,12.0,12.0
299,299,,1500,house,Kuala Lumpur,Setapak,Service Residence,3,1.0,2.0,850.0,1.0,7.0,0.0,new,3.0,3.0
300,300,,1500,house,Kuala Lumpur,Wangsa Maju,Condominium,3,1.0,2.0,700.0,1.0,,0.0,new,1.0,1.0
301,301,2016.0,4800,house,Kuala Lumpur,KLCC,Condominium,3,1.0,4.0,1717.0,2.0,10.0,3863.25,new,3.0,3.0
302,302,2014.0,1799,house,Kuala Lumpur,Setapak,Condominium,4,2.0,3.0,1362.0,1.0,,6115.38,moderate,7.0,7.0
303,303,,1550,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,850.0,1.0,6.0,0.0,new,34.0,34.0
304,304,2021.0,1000,house,Kuala Lumpur,Cheras,Service Residence,3,,2.0,819.0,1.0,12.0,1842.75,new,213.0,213.0
305,305,2019.0,4600,house,Kuala Lumpur,Mont Kiara,Condominium,3,2.0,2.0,1548.0,2.0,11.0,3483.0,new,6.0,6.0
306,306,,1250,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,1100.0,1.0,11.0,0.0,new,2.0,2.0
307,307,,1500,house,Kuala Lumpur,Desa Pandan,Apartment,3,1.0,2.0,850.0,1.0,10.0,0.0,new,12.0,12.0
308,308,,1700,house,Kuala Lumpur,Pudu,Condominium,3,1.0,2.0,860.0,1.0,12.0,0.0,new,7.0,7.0
309,309,,1900,house,Kuala Lumpur,Bangsar South,Condominium,3,1.0,2.0,1150.0,1.0,10.0,0.0,new,,
310,310,,2100,house,Kuala Lumpur,Taman Tun Dr Ismail,Condominium,3,1.0,2.0,1384.0,1.0,14.0,0.0,new,,
311,311,2023.0,2300,house,Kuala Lumpur,Cheras,Condominium,3,3.0,2.0,850.0,2.0,10.0,1912.5,new,115.0,115.0
312,312,2007.0,1250,house,Kuala Lumpur,Kuchai Lama,Apartment,3,,2.0,1043.0,1.0,6.0,4683.070000000001,moderate,,
313,313,,800,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,700.0,1.0,3.0,0.0,new,13.0,13.0
314,314,,1250,house,Kuala Lumpur,Kepong,Apartment,2,,1.0,750.0,2.0,4.0,0.0,new,1.0,1.0
315,315,,1450,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,850.0,1.0,7.0,0.0,new,34.0,34.0
316,316,2007.0,1800,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,1125.0,2.0,9.0,5051.25,moderate,46.0,46.0
317,317,,1650,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,850.0,1.0,7.0,0.0,new,34.0,34.0
318,318,,1750,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,850.0,1.0,7.0,0.0,new,34.0,34.0
319,319,,650,house,Kuala Lumpur,Old Klang Road,Apartment,3,,1.0,750.0,0.0,2.0,0.0,new,2.0,2.0
320,320,,700,house,Kuala Lumpur,Cheras,Flat,2,,1.0,570.0,0.0,1.0,0.0,new,4.0,4.0
321,321,,1600,house,Kuala Lumpur,Bandar Menjalara,Condominium,3,2.0,2.0,1180.0,2.0,9.0,0.0,new,1.0,1.0
322,322,,450,house,Kuala Lumpur,Setapak,Apartment,3,,2.0,850.0,1.0,9.0,0.0,new,34.0,34.0
323,323,,880,house,Kuala Lumpur,Setapak,Flat,3,,2.0,800.0,2.0,,0.0,new,2.0,2.0
324,324,,1800,house,Kuala Lumpur,Bangsar South,Condominium,3,,2.0,1097.0,1.0,7.0,0.0,new,11.0,11.0
325,325,,1000,house,Kuala Lumpur,Kepong,Apartment,3,1.0,1.0,850.0,1.0,7.0,0.0,new,15.0,15.0
326,326,2017.0,3500,house,Kuala Lumpur,Cheras,Service Residence,2,1.0,2.0,1121.0,2.0,5.0,2522.25,new,14.0,14.0
327,327,,1400,house,Kuala Lumpur,Sentul,Condominium,3,2.0,2.0,1010.0,2.0,7.0,0.0,new,10.0,10.0
328,328,,2500,house,Kuala Lumpur,Wangsa Maju,Condominium,4,2.0,2.0,1784.0,0.0,10.0,0.0,new,5.0,5.0
329,329,2006.0,1700,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,1065.0,2.0,5.0,4781.85,moderate,16.0,16.0
330,330,2021.0,2500,house,Kuala Lumpur,Sentul,Service Residence,3,1.0,2.0,850.0,2.0,8.0,1912.5,new,140.0,140.0
331,331,,2950,house,Kuala Lumpur,Mont Kiara,Service Residence,3,2.0,2.0,940.0,2.0,8.0,0.0,new,5.0,5.0
332,332,2021.0,2400,house,Kuala Lumpur,Sentul,Service Residence,4,2.0,2.0,1001.0,1.0,10.0,2252.25,new,140.0,140.0
333,333,2022.0,1800,house,Kuala Lumpur,Setapak,Condominium,3,2.0,2.0,1000.0,2.0,12.0,2250.0,new,20.0,20.0
334,334,2000.0,1300,house,Kuala Lumpur,Bukit Jalil,Condominium,2,,2.0,837.0,2.0,9.0,7524.63,old,9.0,9.0
335,335,,1100,house,Kuala Lumpur,Bangsar South,Flat,3,,1.0,750.0,0.0,,0.0,new,14.0,14.0
336,336,2014.0,1800,house,Kuala Lumpur,Sentul,Condominium,3,1.0,2.0,1100.0,2.0,12.0,4939.0,moderate,25.0,25.0
337,337,2017.0,2200,room,Kuala Lumpur,Setapak,Condominium,1,1.0,1.0,700.0,2.0,6.0,1575.0,new,7.0,7.0
338,338,2021.0,2000,house,Kuala Lumpur,Setapak,Apartment,4,2.0,2.0,950.0,2.0,8.0,2137.5,new,17.0,17.0
339,339,2021.0,999,house,Kuala Lumpur,Cheras,Service Residence,2,,2.0,650.0,1.0,8.0,1462.5,new,213.0,213.0
340,340,2015.0,800,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,700.0,1.0,2.0,1575.0,new,7.0,7.0
341,341,2021.0,1900,house,Kuala Lumpur,Setapak,Condominium,4,2.0,2.0,950.0,1.0,9.0,2137.5,new,3.0,3.0
342,342,,650,house,Kuala Lumpur,Cheras,Apartment,3,1.0,1.0,700.0,0.0,,0.0,new,7.0,7.0
343,343,2018.0,1300,house,Kuala Lumpur,Kepong,Condominium,4,1.0,2.0,1000.0,2.0,,2250.0,new,16.0,16.0
344,344,,1600,house,Kuala Lumpur,Kepong,Condominium,5,,2.0,1500.0,2.0,6.0,0.0,new,1.0,1.0
345,345,,800,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,650.0,1.0,5.0,0.0,new,1.0,1.0
346,346,,650,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,650.0,0.0,,0.0,new,19.0,19.0
347,347,,3600,house,Kuala Lumpur,Wangsa Maju,Service Residence,3,2.0,4.0,1518.0,2.0,8.0,0.0,new,,
348,348,2007.0,1800,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,1076.0,2.0,6.0,4831.24,moderate,46.0,46.0
349,349,2019.0,1900,house,Kuala Lumpur,Pandan Perdana,Apartment,2,1.0,2.0,678.0,2.0,13.0,1525.5,new,25.0,25.0
350,350,2017.0,3400,house,Kuala Lumpur,Sentul,Condominium,3,3.0,3.0,1186.0,2.0,,2668.5,new,43.0,43.0
351,351,2013.0,650,house,Kuala Lumpur,Setapak,Condominium,4,2.0,2.0,1200.0,2.0,14.0,5388.0,moderate,5.0,5.0
352,352,2021.0,1600,house,Kuala Lumpur,Cheras,Service Residence,2,,2.0,670.0,1.0,6.0,1507.5,new,213.0,213.0
353,353,,600,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,650.0,0.0,4.0,0.0,new,5.0,5.0
354,354,2019.0,1900,house,Kuala Lumpur,Sungai Besi,Condominium,3,2.0,2.0,1216.0,1.0,7.0,2736.0,new,20.0,20.0
355,355,,1500,house,Kuala Lumpur,Setapak,Service Residence,3,1.0,2.0,850.0,0.0,10.0,0.0,new,1.0,1.0
356,356,2000.0,1050,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,878.0,1.0,5.0,7893.22,old,10.0,10.0
357,357,2015.0,2400,house,Kuala Lumpur,Ampang,Condominium,3,1.0,2.0,1060.0,2.0,5.0,2385.0,new,11.0,11.0
358,358,,1100,house,Kuala Lumpur,Cheras,Apartment,3,,2.0,625.0,0.0,,0.0,new,1.0,1.0
359,359,,2800,house,Kuala Lumpur,Sri Hartamas,Service Residence,3,1.0,3.0,1000.0,2.0,9.0,0.0,new,7.0,7.0
360,360,2023.0,1800,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,850.0,1.0,10.0,1912.5,new,115.0,115.0
361,361,2018.0,2000,house,Kuala Lumpur,Bukit Jalil,Condominium,3,2.0,3.0,1325.0,1.0,10.0,2981.25,new,5.0,5.0
362,362,2006.0,1750,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,1065.0,2.0,7.0,4781.85,moderate,16.0,16.0
363,363,,1800,house,Kuala Lumpur,Bukit Jalil,Apartment,4,1.0,2.0,1434.0,2.0,,0.0,new,23.0,23.0
364,364,2004.0,645,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,850.0,2.0,6.0,7641.5,old,2.0,2.0
365,365,2021.0,1250,house,Kuala Lumpur,Bukit Jalil,Apartment,3,,2.0,850.0,1.0,6.0,1912.5,new,58.0,58.0
366,366,,3500,house,Kuala Lumpur,KL City,Condominium,2,2.0,2.0,865.0,2.0,11.0,0.0,new,1.0,1.0
367,367,2019.0,1700,house,Kuala Lumpur,Setapak,Apartment,3,2.0,2.0,928.0,1.0,9.0,2088.0,new,10.0,10.0
368,368,,2200,house,Kuala Lumpur,Sri Petaling,Service Residence,3,2.0,2.0,958.0,1.0,10.0,0.0,new,,
369,369,2018.0,3000,house,Kuala Lumpur,Taman Melawati,Service Residence,3,1.0,2.0,1376.0,2.0,7.0,3096.0,new,22.0,22.0
370,370,2022.0,2200,room,Kuala Lumpur,Mont Kiara,Service Residence,1,,1.0,636.0,2.0,9.0,1431.0,new,14.0,14.0
371,371,,800,house,Kuala Lumpur,Wangsa Maju,Flat,2,,1.0,550.0,1.0,1.0,0.0,new,22.0,22.0
372,372,,1000,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,850.0,1.0,4.0,0.0,new,15.0,15.0
373,373,,1200,house,Kuala Lumpur,KL City,Apartment,3,1.0,2.0,805.0,1.0,9.0,0.0,new,20.0,20.0
374,374,2007.0,1800,house,Kuala Lumpur,Jalan Kuching,Service Residence,3,1.0,2.0,1300.0,1.0,10.0,5837.0,moderate,16.0,16.0
375,375,,1100,house,Kuala Lumpur,Setapak,Apartment,3,,1.0,653.0,2.0,7.0,0.0,new,24.0,24.0
376,376,,1900,house,Kuala Lumpur,Bangsar South,Apartment,3,1.0,2.0,1200.0,1.0,14.0,0.0,new,18.0,18.0
377,377,1994.0,3500,house,Kuala Lumpur,Mont Kiara,Condominium,3,,2.0,1280.0,2.0,8.0,11507.2,old,6.0,6.0
378,378,2018.0,1600,house,Kuala Lumpur,Ampang,Service Residence,2,1.0,2.0,589.0,2.0,8.0,1325.25,new,48.0,48.0
379,379,2018.0,2500,house,Kuala Lumpur,Ampang,Service Residence,4,1.0,2.0,890.0,2.0,4.0,2002.5,new,48.0,48.0
380,380,2012.0,1500,house,Kuala Lumpur,Kepong,Condominium,3,1.0,2.0,1000.0,1.0,5.0,4490.0,moderate,4.0,4.0
381,381,2018.0,1600,house,Kuala Lumpur,Jalan Ipoh,Service Residence,2,1.0,2.0,904.0,1.0,,2034.0,new,26.0,26.0
382,382,2020.0,1100,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,800.0,1.0,6.0,1800.0,new,57.0,57.0
383,383,2020.0,1100,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,800.0,1.0,6.0,1800.0,new,57.0,57.0
384,384,,1200,house,Kuala Lumpur,Kepong,Condominium,3,1.0,2.0,1001.0,1.0,6.0,0.0,new,7.0,7.0
385,385,2020.0,1400,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,800.0,1.0,6.0,1800.0,new,57.0,57.0
386,386,2010.0,2350,room,Kuala Lumpur,Pantai,Studio,1,1.0,2.0,870.0,2.0,10.0,3906.3,moderate,3.0,3.0
387,387,2015.0,1600,room,Kuala Lumpur,Ampang,Service Residence,1,1.0,1.0,520.0,2.0,8.0,1170.0,new,59.0,59.0
388,388,1999.0,1350,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,920.0,1.0,7.0,8270.800000000001,old,19.0,19.0
389,389,,1800,house,Kuala Lumpur,Pudu,Condominium,3,1.0,2.0,864.0,2.0,9.0,0.0,new,7.0,7.0
390,390,,1350,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,967.0,1.0,7.0,0.0,new,14.0,14.0
391,391,2019.0,2000,house,Kuala Lumpur,Keramat,Condominium,3,3.0,2.0,1050.0,1.0,7.0,2362.5,new,33.0,33.0
392,392,2019.0,2250,house,Kuala Lumpur,Keramat,Condominium,3,2.0,2.0,1050.0,2.0,7.0,2362.5,new,33.0,33.0
393,393,2019.0,3500,house,Kuala Lumpur,Desa Petaling,Condominium,3,2.0,2.0,1400.0,2.0,10.0,3150.0,new,15.0,15.0
394,394,,1300,house,Kuala Lumpur,Ampang,Condominium,4,1.0,2.0,1100.0,1.0,11.0,0.0,new,1.0,1.0
395,395,,1600,house,Kuala Lumpur,Setapak,Service Residence,3,1.0,2.0,926.0,1.0,7.0,0.0,new,17.0,17.0
396,396,1995.0,1500,house,Kuala Lumpur,Sri Petaling,Condominium,3,1.0,2.0,1141.0,2.0,8.0,10257.59,old,16.0,16.0
397,397,,3000,house,Kuala Lumpur,Solaris Dutamas,Condominium,3,1.0,2.0,1474.0,2.0,7.0,0.0,new,4.0,4.0
